Event Id,Event Date,Location,Country,Airport Name,Injury Severity,Aircraft damage,Aircraft Category,Make,Model,Amateur Built,Number of Engines,Engine Type,Purpose of flight,Air carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad phase of flight,City,State,Year,Month,Day,Number of Passengers,Survival rate
20210927103974,2021-09-25,"Patterson, LA",United States,HARRY P WILLIAMS MEML,Non-Fatal,Substantial,Helicopter,Bell,407,No,1.0,Turbo Shaft,Business,"Rotorcraft Leasing Company, LLC",0.0,0.0,0.0,3.0,VMC,,Patterson, LA,2021,9,25,3.0,1.0
20210927103977,2021-09-26,"Kotzebue, AK",United States,,Non-Fatal,Substantial,Airplane,Cessna,180E,No,1.0,,Business,,0.0,0.0,0.0,3.0,VMC,,Kotzebue, AK,2021,9,26,3.0,1.0
20211004104038,2021-09-23,"Cordova, AK",United States,,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,,Business,Fejes Guide Service LTD,0.0,0.0,0.0,2.0,,,Cordova, AK,2021,9,23,2.0,1.0
20211020104133,2021-09-17,"Orcas Island, WA",United States,,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,No,1.0,,Business,"Fly Guys Constructions, LLC",0.0,1.0,2.0,0.0,,,Orcas Island, WA,2021,9,17,3.0,1.0
20211021104143,2021-10-20,"Dallas, TX",United States,DALLAS EXEC,Non-Fatal,Substantial,Airplane,Cessna,210N,No,1.0,,Business,,0.0,0.0,0.0,1.0,VMC,,Dallas, TX,2021,10,20,1.0,1.0
20211113104239,2021-11-13,"Beaver Island, MI",United States,WELKE,Fatal,Substantial,Airplane,Britten-Norman,BN-2A,No,2.0,,Business,Island Airways,4.0,0.0,1.0,0.0,VMC,,Beaver Island, MI,2021,11,13,5.0,0.2
20211115104245,2021-11-15,"Boyne City, MI",United States,BOYNE CITY MUNI,Fatal,Destroyed,Airplane,Beech,E-90,No,2.0,,Business,N290KA LLC,2.0,0.0,0.0,0.0,IMC,,Boyne City, MI,2021,11,15,2.0,0.0
20211116104251,2021-11-10,"Fort Davis, TX",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,,Business,SODVILLE INC,0.0,0.0,0.0,3.0,,,Fort Davis, TX,2021,11,10,3.0,1.0
20211122104287,2021-11-21,"Bethel, AK",United States,BETHEL,Non-Fatal,Substantial,Airplane,Cessna,207A,No,1.0,,Business,Paklook Air Inc,0.0,0.0,0.0,6.0,VMC,,Bethel, AK,2021,11,21,6.0,1.0
20211130104335,2021-11-22,"Austin, TX",United States,,Non-Fatal,Substantial,Helicopter,Leonardo Spa,AW169,No,2.0,,Business,COUNTY OF TRAVIS,0.0,0.0,0.0,1.0,,,Austin, TX,2021,11,22,1.0,1.0
20211202104341,2021-12-02,"Port Alsworth, AK",United States,Port Alsworth,Non-Fatal,Substantial,Airplane,Cessna,208,No,1.0,,Business,LAKE AND PENINSULA AIRLINES INC,0.0,1.0,0.0,0.0,VMC,,Port Alsworth, AK,2021,12,2,1.0,1.0
20211207104364,2021-12-02,"St. Louis, MO",United States,Spirit of St Louis Airport,Non-Fatal,Substantial,Helicopter,Mcdonnell Douglas,369E,No,1.0,,Business,St Louis County Police Department,0.0,0.0,0.0,2.0,VMC,,St. Louis, MO,2021,12,2,2.0,1.0
20220216104650,2022-02-12,"Eldorado, IL",United States,,Serious,Minor,Helicopter,Bell,206,No,,Turbo Shaft,Business,Air Evac Lifeteam,0.0,0.0,1.0,3.0,VMC,,Eldorado, IL,2022,2,12,4.0,1.0
20220222104672,2022-02-18,"Detroit, MI",United States,COLEMAN A YOUNG MUNI,Non-Fatal,Substantial,Airplane,Embraer Executive  craft,EMB-500,No,2.0,Turbo Jet,Business,ECLIPSE TRANSPORT LLC,0.0,0.0,0.0,1.0,VMC,,Detroit, MI,2022,2,18,1.0,1.0
20220222104676,2022-02-21,"Aspen, CO",United States,ASPEN-PITKIN COUNTY/SARDY FLD,Non-Fatal,Substantial,Airplane,Raytheon  craft,HAWKER 800XP,No,2.0,,Business,"Nxt Jet, Inc.",0.0,0.0,0.0,6.0,VMC,,Aspen, CO,2022,2,21,6.0,1.0
20220224104691,2022-02-21,"Deadhorse, AK",United States,PVT,Non-Fatal,Substantial,Airplane,Dehavilland,DHC-3,No,1.0,Reciprocating,Business,BALD MOUNTAIN AIR SERVICE INC,0.0,0.0,0.0,8.0,VMC,,Deadhorse, AK,2022,2,21,8.0,1.0
20220307104735,2022-03-05,"Newhalen, AK",United States,,Serious,Substantial,Airplane,Cessna,U206F,No,1.0,Reciprocating,Business,SEND NORTH,0.0,1.0,4.0,0.0,IMC,,Newhalen, AK,2022,3,5,5.0,1.0
20220309104754,2022-03-07,"Gulfport, MS",United States,Gulfport-Biloxi International,Non-Fatal,Substantial,Airplane,Beech,200,No,2.0,,Business,HLAF AETA LLC,0.0,0.0,0.0,5.0,VMC,,Gulfport, MS,2022,3,7,5.0,1.0
20220323104818,2022-03-18,"Grapevine, TX",United States,Dallas Ft. Worth,Non-Fatal,Substantial,Airplane,Cessna,208B,No,1.0,Turbo Prop,Business,MARTINAIRE AVIATION LLC,0.0,0.0,0.0,2.0,VMC,,Grapevine, TX,2022,3,18,2.0,1.0
20220404104886,2022-03-29,"Odessa, TX",United States,Odessa Airport-Schlemeyer Fiel,Serious,,Airplane,Beech,B200,No,2.0,Turbo Prop,Business,"Integrated Pain Associates, PLLC",0.0,0.0,1.0,5.0,VMC,,Odessa, TX,2022,3,29,6.0,1.0
20220405104893,2022-04-04,"Manville, NJ",United States,Central Jersey Regional Airpor,Minor,Substantial,Airplane,Mooney,M20M,No,1.0,Reciprocating,Business,GUTHRIE GROUP INC,0.0,1.0,0.0,0.0,VMC,,Manville, NJ,2022,4,4,1.0,1.0
20220419104965,2022-04-16,"Pilot Station, AK",United States,Pilot Station,Non-Fatal,Substantial,Airplane,Cessna,207A,No,1.0,Reciprocating,Business,RYAN AIR INC,0.0,0.0,0.0,1.0,VMC,,Pilot Station, AK,2022,4,16,1.0,1.0
20220503105033,2022-04-30,"Milwaukee, WI",United States,General Mitchell International,Non-Fatal,Substantial,Airplane,Beech,B-99,No,2.0,,Business,Freight Runners,0.0,0.0,0.0,1.0,VMC,,Milwaukee, WI,2022,4,30,1.0,1.0
20220519105103,2022-05-19,"Christmas Valley, OR",United States,Christmas Valley Airport,Serious,Substantial,Helicopter,bus  s,AS 350B3,No,1.0,Turbo Shaft,Business,Med-Trans,0.0,0.0,4.0,0.0,VMC,,Christmas Valley, OR,2022,5,19,4.0,1.0
20220602105175,2022-05-30,"East Sound, WA",United States,Waldron Airstrip,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,2.0,VMC,,East Sound, WA,2022,5,30,2.0,1.0
20220608105217,2022-06-07,"Hawthorne, CA",United States,Jack Northrop Field/Hawthorne,Non-Fatal,Substantial,Airplane,Pilatus,PC12,No,1.0,Turbo Shaft,Business,Western Aircraft Inc.,0.0,0.0,0.0,11.0,VMC,,Hawthorne, CA,2022,6,7,11.0,1.0
20220622105305,2022-04-07,"Aleknagik, AK",United States,,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,No,1.0,Reciprocating,Business,Wood Tikchik Air,0.0,0.0,0.0,2.0,VMC,,Aleknagik, AK,2022,4,7,2.0,1.0
20220629105392,2022-06-26,"Kokhanok, AK",United States,Private,Non-Fatal,Substantial,Airplane,Dehavilland,BEAVER U-6A,No,1.0,Reciprocating,Business,NEWHALEN LODGE INC,0.0,0.0,0.0,7.0,VMC,,Kokhanok, AK,2022,6,26,7.0,1.0
20220718105502,2022-07-14,"Kendleton, TX",United States,,Non-Fatal,Substantial,Airplane,Cessna,210,No,1.0,Reciprocating,Business,"TRETSA, SA DE CV",0.0,0.0,0.0,4.0,VMC,,Kendleton, TX,2022,7,14,4.0,1.0
20220719105520,2022-05-22,"Port Moller, AK",United States,Bear River Lodge,Serious,Substantial,Airplane,Cessna,182C,No,1.0,,Business,SHEPARD PETER M,0.0,0.0,1.0,0.0,VMC,,Port Moller, AK,2022,5,22,1.0,1.0
20220719105523,2022-07-15,"Bettles, AK",United States,,Non-Fatal,Substantial,Airplane,Dehavilland,BEAVER DHC-2 MK.1,No,1.0,,Business,JESPERSEN AIRCRAFT SERVICES INC,0.0,0.0,0.0,4.0,VMC,,Bettles, AK,2022,7,15,4.0,1.0
20220719105526,2022-07-15,"Port Alsworth, AK",United States,Private,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,Business,COPPER MOUNTAIN AVIATION LLC,0.0,0.0,0.0,2.0,VMC,,Port Alsworth, AK,2022,7,15,2.0,1.0
20220720105531,2022-07-15,"Brunswick, GA",United States,BRUNSWICK GOLDEN ISLES,Non-Fatal,Substantial,Airplane,Raytheon  craft,400A,No,2.0,Turbo Fan,Business,"Aircraft Mgt. Group, Inc",0.0,0.0,0.0,2.0,VMC,,Brunswick, GA,2022,7,15,2.0,1.0
20220726105587,2022-07-13,"Scappoose, WA",United States,SCAPPOOSE,Non-Fatal,Substantial,Airplane,Piper  craft   oration,PA-60-601P,No,2.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Scappoose, WA,2022,7,13,1.0,1.0
20220804105665,2022-08-03,"Carlsbad, NM",United States,CAVERN CITY AIR TRML,Non-Fatal,Substantial,Airplane,Eads Socata,TBM 700,No,1.0,,Business,,0.0,0.0,0.0,3.0,,,Carlsbad, NM,2022,8,3,3.0,1.0
20220822105776,2022-08-20,"Bealeton, VA",United States,Flying Circus Aerodrome,Minor,Substantial,Airplane,Boeing,A75N1,No,1.0,,Business,,0.0,2.0,0.0,2.0,VMC,,Bealeton, VA,2022,8,20,4.0,1.0
20220901105846,2022-08-30,"Beardsley, MN",United States,,Minor,Substantial,Helicopter,Robinson,R44,No,1.0,,Business,,0.0,3.0,0.0,1.0,,,Beardsley, MN,2022,8,30,4.0,1.0
20220911105897,2022-09-09,"Saint Cloud, FL",United States,Kissimmee Gateway,Non-Fatal,Substantial,Airplane,Cirrus,SF50,No,1.0,,Business,TAC9 INC AND VISION AVIATION LLC,0.0,0.0,0.0,3.0,IMC,,Saint Cloud, FL,2022,9,9,3.0,1.0
20220912105905,2022-09-07,"Mesa, AZ",United States,Phoenix-Mesa Gateway Airport,Non-Fatal,Substantial,Airplane,Cessna,750,No,2.0,,Business,David Gilbertson,0.0,0.0,0.0,2.0,VMC,,Mesa, AZ,2022,9,7,2.0,1.0
20220920105974,2022-09-20,"Pasco, WA",United States,TRI-CITIES,Non-Fatal,Destroyed,Airplane,Cessna,525B,No,2.0,,Business,PACIFIC CATARACT & LASER INSTITUTE INC PC,0.0,0.0,0.0,10.0,,,Pasco, WA,2022,9,20,10.0,1.0
20220923105992,2022-09-21,"Ocean City, MD",United States,Ocean City Muni,Non-Fatal,Unknown,Airplane,Cessna,180,No,1.0,,Business,,0.0,0.0,0.0,1.0,VMC,,Ocean City, MD,2022,9,21,1.0,1.0
20220928106010,2022-09-27,"McGregor, TX",United States,,Non-Fatal,Unknown,Airplane,Cessna,550,No,2.0,,Business,ABS EQUIPMENT LEASING LLC,0.0,0.0,0.0,2.0,,,Mcgregor, TX,2022,9,27,2.0,1.0
20221004106055,2022-10-03,"Houston, TX",United States,,Non-Fatal,Substantial,Airplane,Embraer S A,EMB-545,No,2.0,,Business,PARTEE AVIATION LLC,0.0,0.0,0.0,4.0,VMC,,Houston, TX,2022,10,3,4.0,1.0
20221005106070,2022-10-05,"Arundel, ME",United States,BIDDEFORD MUNI,Fatal,Destroyed,Airplane,Beech,A36,No,1.0,,Business,ABET,2.0,0.0,0.0,0.0,IMC,,Arundel, ME,2022,10,5,2.0,0.0
20221024106187,2022-10-18,"Evanston, WY",United States,EVANSTON-UINTA COUNTY BURNS FL,Non-Fatal,Substantial,Airplane,Cessna,170A,No,1.0,,Business,WILLIAM R. BENSYL,0.0,0.0,0.0,1.0,VMC,,Evanston, WY,2022,10,18,1.0,1.0
20221103106242,2022-11-03,"Greenville, IL",United States,GREENVILLE,Minor,Substantial,Helicopter,Bell,206,No,1.0,,Business,KASH HELICOPTER SERVICES LLC,0.0,2.0,0.0,1.0,VMC,,Greenville, IL,2022,11,3,3.0,1.0
20221108106258,2022-11-05,"Farmingdale, NY",United States,Republic Airport,Minor,Substantial,Airplane,Beech,B-60,No,2.0,,Business,,0.0,2.0,0.0,0.0,VMC,,Farmingdale, NY,2022,11,5,2.0,1.0
20221109106270,2022-11-09,"Bignell, NE",United States,NORTH PLATTE RGNL/LEE BIRD FLD,Fatal,Destroyed,Airplane,Piper,PA46-500TP,No,1.0,,Business,,2.0,0.0,0.0,0.0,IMC,,Bignell, NE,2022,11,9,2.0,0.0
20221115106296,2022-11-15,"Pewaukee, WI",United States,WAUKESHA COUNTY,Minor,Substantial,Airplane,Fairchild,SA227-AT,No,2.0,,Business,UAS TRANSERVICES INC,0.0,2.0,0.0,1.0,IMC,,Pewaukee, WI,2022,11,15,3.0,1.0
20221121106337,2022-11-20,"Bethel, AK",United States,,Non-Fatal,Substantial,Airplane,Cessna,207,No,1.0,,Business,YR-AIRCRAFT LEASING LLC,0.0,0.0,0.0,7.0,VMC,,Bethel, AK,2022,11,20,7.0,1.0
20221130106387,2022-11-29,"Batesville, AR",United States,Batesville Regional Airport,Minor,Substantial,Airplane,Learjet,45,No,2.0,,Business,Creamer Pilot Services LLC,0.0,2.0,0.0,6.0,IMC,,Batesville, AR,2022,11,29,8.0,1.0
20221213106456,2022-12-12,"Redding, CA",United States,,Minor,Substantial,Helicopter,bus  s,EC 130 T2,No,1.0,,Business,REACH AIR MEDICAL SERVICES LLC,0.0,1.0,0.0,0.0,,,Redding, CA,2022,12,12,1.0,1.0
